wort;sent;pol;type;multiplier;combined
pflichtgetreu;POS;0.7;adj;1;0.7
wahlberechtigt;POS;0.7;adj;1;0.7
vergeßlich;NEG;1;adj;-1;-1
selbstunsicher;NEG;0.7;adj;-1;-0.7
unwiderstehlich;POS;1;adj;1;1
empfindsam;NEG;0.7;adj;-1;-0.7
entwürdigend;NEG;1;adj;-1;-1
schmerzhaft;NEG;1;adj;-1;-1
wolkenreich;NEG;0.7;adj;-1;-0.7
tollkühn;POS;0.7;adj;1;0.7
vorsorglich;POS;0.7;adj;1;0.7
unbeirrbar;POS;0.7;adj;1;0.7
verhängnisvoll;NEG;1;adj;-1;-1
pittoresk;POS;0.5;adj;1;0.5
angeheitert;NEG;0.5;adj;-1;-0.5
fürsorglich;POS;0.7;adj;1;0.7
stark;POS;1;adj;1;1
schuldenfrei;POS;1;adj;1;1
schroff;NEG;1;adj;-1;-1
resigniert;NEG;1;adj;-1;-1
solide;POS;0.7;adj;1;0.7
widerspenstig;NEG;0.7;adj;-1;-0.7
vortrefflich;POS;1;adj;1;1
unrechtmäßig;NEG;1;adj;-1;-1
krankhaft;NEG;1;adj;-1;-1
unentschieden;NEG;0.5;adj;-1;-0.5
opportun;POS;0.7;adj;1;0.7
erstrebenswert;POS;1;adj;1;1
pädophil;NEG;1;adj;-1;-1
anstrengungslos;POS;0.7;adj;1;0.7
brennend;NEG;1;adj;-1;-1
bewahrend;POS;0.7;adj;1;0.7
unterlegt;POS;0.7;adj;1;0.7
rücksichtslos;NEG;1;adj;-1;-1
planlos;NEG;0.7;adj;-1;-0.7
verlustfrei;POS;0.7;adj;1;0.7
ruppig;NEG;0.5;adj;-1;-0.5
entleert;NEG;1;adj;-1;-1
verpönt;NEG;1;adj;-1;-1
chauvinistisch;NEG;1;adj;-1;-1
monoton;NEG;0.5;adj;-1;-0.5
unbürokratisch;POS;0.7;adj;1;0.7
charakterstark;POS;1;adj;1;1
verlustbringend;NEG;1;adj;-1;-1
quälend;NEG;1;adj;-1;-1
abgezockt;NEG;1;adj;-1;-1
gelehrig;POS;0.7;adj;1;0.7
störend;NEG;0.7;adj;-1;-0.7
rechtmäßig;POS;1;adj;1;1
korpulent;NEG;0.5;adj;-1;-0.5
ruhmreich;POS;1;adj;1;1
jähzornig;NEG;1;adj;-1;-1
redlich;POS;1;adj;1;1
entzündet;NEG;1;adj;-1;-1
feil;NEG;0.7;adj;-1;-0.7
abgedreht;NEG;1;adj;-1;-1
mitreißend;POS;1;adj;1;1
quirlig;NEG;0.5;adj;-1;-0.5
transusig;NEG;0.7;adj;-1;-0.7
solid;POS;0.7;adj;1;0.7
ungünstig;NEG;0.5;adj;-1;-0.5
süffisant;POS;0.7;adj;1;0.7
niveauvoll;POS;1;adj;1;1
großartig;POS;1;adj;1;1
leichthändig;POS;0.7;adj;1;0.7
teilnahmslos;NEG;0.7;adj;-1;-0.7
gelogen;NEG;1;adj;-1;-1
tyrannisch;NEG;1;adj;-1;-1
flau;NEG;0.5;adj;-1;-0.5
ausdruckslos;NEG;0.7;adj;-1;-0.7
demonstrativ;NEG;0.7;adj;-1;-0.7
lebenstüchtig;POS;1;adj;1;1
enttäuschend;NEG;0.7;adj;-1;-0.7
meisterhaft;POS;1;adj;1;1
machtbewusst;NEG;0.7;adj;-1;-0.7
saublöd;NEG;0.7;adj;-1;-0.7
schnörkellos;POS;0.5;adj;1;0.5
wach;POS;0.7;adj;1;0.7
machtbesessen;NEG;1;adj;-1;-1
gemocht;POS;1;adj;1;1
wohltätig;POS;0.7;adj;1;0.7
gezähmt;POS;0.5;adj;1;0.5
temporeich;POS;0.7;adj;1;0.7
dekadent;NEG;0.7;adj;-1;-0.7
innovativ;POS;1;adj;1;1
weitsichtig;POS;0.7;adj;1;0.7
übelgelaunt;NEG;1;adj;-1;-1
freimütig;POS;1;adj;1;1
vermeintlich;NEG;0.5;adj;-1;-0.5
schlau;POS;1;adj;1;1
abschätzig;NEG;1;adj;-1;-1
intellektuell;POS;0.7;adj;1;0.7
ungelenk;NEG;0.7;adj;-1;-0.7
brav;POS;0.7;adj;1;0.7
gepflegt;POS;0.7;adj;1;0.7
wohlgesinnt;POS;0.7;adj;1;0.7
entweihend;NEG;1;adj;-1;-1
desperat;NEG;1;adj;-1;-1
quicklebendig;POS;1;adj;1;1
würdevoll;POS;1;adj;1;1
unbeherrscht;NEG;1;adj;-1;-1
anarchisch;NEG;1;adj;-1;-1
handlich;POS;0.5;adj;1;0.5
echt;POS;1;adj;1;1
wahnsinnig;NEG;1;adj;-1;-1
fachmännisch;POS;1;adj;1;1
gefasst;POS;0.7;adj;1;0.7
herrisch;NEG;1;adj;-1;-1
wehrhaft;POS;0.7;adj;1;0.7
unsportlich;NEG;0.5;adj;-1;-0.5
fehlerfrei;POS;1;adj;1;1
schmachvoll;NEG;1;adj;-1;-1
störrig;NEG;0.7;adj;-1;-0.7
gelitten;NEG;1;adj;-1;-1
gezwungen;NEG;1;adj;-1;-1
durchgeknallt;NEG;0.7;adj;-1;-0.7
bucklig;NEG;0.7;adj;-1;-0.7
machtgierig;NEG;1;adj;-1;-1
effektiv;POS;0.7;adj;1;0.7
untätig;NEG;1;adj;-1;-1
unnachgiebig;NEG;0.5;adj;-1;-0.5
zappelig;NEG;0.7;adj;-1;-0.7
unvermeidlich;NEG;1;adj;-1;-1
stillos;NEG;0.7;adj;-1;-0.7
beziehungslos;NEG;0.7;adj;-1;-0.7
schwindelerregend;POS;0.5;adj;1;0.5
muffig;NEG;0.5;adj;-1;-0.5
unumstößlich;POS;0.5;adj;1;0.5
schade;NEG;1;adj;-1;-1
entrüstet;NEG;1;adj;-1;-1
todtraurig;NEG;1;adj;-1;-1
steinreich;POS;0.7;adj;1;0.7
mütterlich;POS;0.5;adj;1;0.5
kindlich;NEG;0.7;adj;-1;-0.7
stichhaltig;POS;1;adj;1;1
fett;NEG;0.7;adj;-1;-0.7
begeisternd;POS;1;adj;1;1
gefälscht;NEG;1;adj;-1;-1
verachtet;NEG;1;adj;-1;-1
beschädigt;NEG;0.7;adj;-1;-0.7
ausgereift;POS;0.7;adj;1;0.7
resistent;POS;1;adj;1;1
bewegt;POS;0.7;adj;1;0.7
glühend;POS;0.7;adj;1;0.7
prägnant;POS;0.7;adj;1;0.7
träg;NEG;0.7;adj;-1;-0.7
niveaulos;NEG;0.7;adj;-1;-0.7
respektlos;NEG;1;adj;-1;-1
taub;NEG;1;adj;-1;-1
verängstigt;NEG;1;adj;-1;-1
krud;NEG;0.7;adj;-1;-0.7
bekümmert;NEG;1;adj;-1;-1
frauenfeindlich;NEG;1;adj;-1;-1
produktiv;POS;0.7;adj;1;0.7
ungehörig;NEG;0.7;adj;-1;-0.7
gastfrei;POS;0.7;adj;1;0.7
ungelegen;NEG;0.5;adj;-1;-0.5
einprägsam;POS;0.5;adj;1;0.5
illusionslos;NEG;0.7;adj;-1;-0.7
zahm;POS;0.7;adj;1;0.7
pikiert;NEG;1;adj;-1;-1
gewandt;POS;0.7;adj;1;0.7
vertrauenerweckend;POS;0.7;adj;1;0.7
verkehrstauglich;POS;1;adj;1;1
kinderlieb;POS;1;adj;1;1
schützend;POS;1;adj;1;1
trauernd;NEG;1;adj;-1;-1
harsch;NEG;1;adj;-1;-1
unbegreiflich;NEG;0.7;adj;-1;-0.7
vielfältig;POS;0.7;adj;1;0.7
unersetzlich;POS;1;adj;1;1
genehmigt;POS;0.7;adj;1;0.7
willkommen;POS;1;adj;1;1
willkommen;POS;1;nomen;1;1
unverantwortbar;NEG;1;adj;-1;-1
belesen;POS;0.7;adj;1;0.7
reich;POS;0.7;adj;1;0.7
unsolid;NEG;0.7;adj;-1;-0.7
detailliert;POS;1;adj;1;1
beispielhaft;POS;0.7;adj;1;0.7
durchsetzungsfähig;POS;1;adj;1;1
kaiserlich;POS;1;adj;1;1
unterernährt;NEG;1;adj;-1;-1
trittsicher;POS;0.7;adj;1;0.7
wohlig;POS;0.7;adj;1;0.7
erfolgsverwöhnt;POS;1;adj;1;1
hektisch;NEG;0.7;adj;-1;-0.7
respektiert;POS;0.7;adj;1;0.7
hörend;POS;0.7;adj;1;0.7
ungeschlagen;POS;1;adj;1;1
reduktionistisch;NEG;0.7;adj;-1;-0.7
gastfreundlich;POS;0.7;adj;1;0.7
konzeptionslos;NEG;0.7;adj;-1;-0.7
disharmonisch;NEG;0.5;adj;-1;-0.5
blöd;NEG;0.7;adj;-1;-0.7
inbrünstig;POS;1;adj;1;1
verwegen;NEG;1;adj;-1;-1
einseitig;NEG;0.5;adj;-1;-0.5
attraktiv;POS;1;adj;1;1
kurzsichtig;NEG;0.7;adj;-1;-0.7
schwanzgesteuert;NEG;1;adj;-1;-1
brillant;POS;1;adj;1;1
intrigant;NEG;1;adj;-1;-1
narzisstisch;NEG;1;adj;-1;-1
ungut;NEG;0.7;adj;-1;-0.7
ungeschlacht;NEG;0.7;adj;-1;-0.7
ehrenrührig;NEG;1;adj;-1;-1
ablehnend;NEG;0.7;adj;-1;-0.7
verwaist;NEG;1;adj;-1;-1
provokativ;NEG;1;adj;-1;-1
kerngesund;POS;1;adj;1;1
unannehmbar;NEG;1;adj;-1;-1
reizlos;NEG;0.5;adj;-1;-0.5
vorbestraft;NEG;0.7;adj;-1;-0.7
entscheidungsfreudig;POS;0.7;adj;1;0.7
glückselig;POS;1;adj;1;1
stetig;POS;0.7;adj;1;0.7
gemeingefährlich;NEG;1;adj;-1;-1
gläubig;POS;0.7;adj;1;0.7
verschuldet;NEG;1;adj;-1;-1
unterdrückerisch;NEG;1;adj;-1;-1
lebendig;POS;0.7;adj;1;0.7
mitleiderregend;NEG;0.7;adj;-1;-0.7
unwichtig;NEG;0.7;adj;-1;-0.7
fachgerecht;POS;0.7;adj;1;0.7
verstimmt;NEG;1;adj;-1;-1
empfindlich;NEG;0.7;adj;-1;-0.7
zuvorkommend;POS;0.7;adj;1;0.7
strafbar;NEG;1;adj;-1;-1
frauenfreundlich;POS;1;adj;1;1
tabu;NEG;1;adj;-1;-1
empfehlenswert;POS;1;adj;1;1
provinziell;NEG;0.5;adj;-1;-0.5
aufklärerisch;POS;0.7;adj;1;0.7
irrwitzig;POS;0.7;adj;1;0.7
unverkrampft;POS;0.7;adj;1;0.7
uneinholbar;POS;0.7;adj;1;0.7
übergewichtig;NEG;0.5;adj;-1;-0.5
siegesbewusst;POS;0.7;adj;1;0.7
unbestritten;POS;0.7;adj;1;0.7
kampferfahren;POS;0.5;adj;1;0.5
rechtsextremistisch;NEG;1;adj;-1;-1
kunstsinnig;POS;0.7;adj;1;0.7
übertrieben;NEG;0.7;adj;-1;-0.7
überlastet;NEG;0.7;adj;-1;-0.7
unfinanzierbar;NEG;0.7;adj;-1;-0.7
offensiv;NEG;1;adj;-1;-1
makellos;POS;1;adj;1;1
zugeknöpft;NEG;0.5;adj;-1;-0.5
verbissen;NEG;1;adj;-1;-1
schwerverletzt;NEG;1;adj;-1;-1
toll;POS;1;adj;1;1
bedeutungsschwer;NEG;1;adj;-1;-1
führerlos;NEG;0.5;adj;-1;-0.5
geistlos;NEG;0.7;adj;-1;-0.7
ererbt;POS;0.5;adj;1;0.5
kommunistenfrei;POS;0.7;adj;1;0.7
umweltgerecht;POS;0.7;adj;1;0.7
kameradschaftlich;POS;0.7;adj;1;0.7
kultiviert;POS;1;adj;1;1
unaufrichtig;NEG;1;adj;-1;-1
sündig;NEG;1;adj;-1;-1
enthusiastisch;POS;1;adj;1;1
unruhig;NEG;0.5;adj;-1;-0.5
inkorrekt;NEG;0.7;adj;-1;-0.7
disziplinlos;NEG;1;adj;-1;-1
herausragend;POS;1;adj;1;1
unlogisch;NEG;0.7;adj;-1;-0.7
übereinstimmend;POS;1;adj;1;1
ernüchternd;NEG;0.7;adj;-1;-0.7
sadistisch;NEG;1;adj;-1;-1
demokratiefeindlich;NEG;1;adj;-1;-1
überdurchschnittlich;POS;1;adj;1;1
selbstmitleidig;NEG;0.7;adj;-1;-0.7
geplagt;NEG;1;adj;-1;-1
erzkonservativ;NEG;1;adj;-1;-1
besinnungslos;NEG;1;adj;-1;-1
ausgesucht;POS;1;adj;1;1
vorbestimmt;POS;0.7;adj;1;0.7
tätlich;NEG;1;adj;-1;-1
konfliktfrei;POS;1;adj;1;1
verspielt;POS;0.5;adj;1;0.5
unausgewogen;NEG;0.5;adj;-1;-0.5
ostentativ;NEG;1;adj;-1;-1
angeturnt;NEG;0.5;adj;-1;-0.5
gelangweilt;NEG;0.5;adj;-1;-0.5
chancenlos;NEG;1;adj;-1;-1
ruhmvoll;POS;1;adj;1;1
rauh;NEG;0.7;adj;-1;-0.7
beeinträchtigt;NEG;0.5;adj;-1;-0.5
düster;NEG;1;adj;-1;-1
kommod;POS;0.7;adj;1;0.7
griffig;POS;1;adj;1;1
vollmundig;NEG;0.7;adj;-1;-0.7
unangemessen;NEG;0.5;adj;-1;-0.5
überbelastet;NEG;0.7;adj;-1;-0.7
ausgehungert;NEG;1;adj;-1;-1
stattlich;POS;0.7;adj;1;0.7
gesellschaftsunfähig;NEG;1;adj;-1;-1
vorurteilsfrei;POS;1;adj;1;1
tiefgründig;POS;0.7;adj;1;0.7
verlogen;NEG;1;adj;-1;-1
teamorientiert;POS;0.7;adj;1;0.7
rechtsextrem;NEG;1;adj;-1;-1
rufschädigend;NEG;1;adj;-1;-1
verrucht;NEG;1;adj;-1;-1
spukhaft;NEG;0.5;adj;-1;-0.5
niedergeschlagen;NEG;0.7;adj;-1;-0.7
verschämt;NEG;0.5;adj;-1;-0.5
bemerkenswert;POS;1;adj;1;1
kunstlos;NEG;0.7;adj;-1;-0.7
verlässlich;POS;1;adj;1;1
fieberfrei;POS;1;adj;1;1
eitrig;NEG;1;adj;-1;-1
aufschlussreich;POS;0.7;adj;1;0.7
überschäumend;POS;1;adj;1;1
elegant;POS;0.7;adj;1;0.7
beunruhigend;NEG;0.7;adj;-1;-0.7
gefräßig;NEG;0.5;adj;-1;-0.5
straffrei;POS;1;adj;1;1
gefühlvoll;POS;1;adj;1;1
triebhaft;NEG;1;adj;-1;-1
lebensunwert;NEG;1;adj;-1;-1
unsympathisch;NEG;0.7;adj;-1;-0.7
schauerlich;NEG;1;adj;-1;-1
glutvoll;NEG;0.7;adj;-1;-0.7
unbeholfen;NEG;1;adj;-1;-1
tiefgehend;POS;0.7;adj;1;0.7
geistesklar;POS;1;adj;1;1
unfähig;NEG;1;adj;-1;-1
reibungslos;POS;1;adj;1;1
feige;NEG;1;adj;-1;-1
frigid;NEG;1;adj;-1;-1
farbig;POS;0.7;adj;1;0.7
erlöst;POS;1;adj;1;1
kollegial;POS;0.7;adj;1;0.7
verhaltensgestört;NEG;1;adj;-1;-1
grauenerregend;NEG;1;adj;-1;-1
zickig;NEG;0.7;adj;-1;-0.7
stumm;NEG;0.7;adj;-1;-0.7
einfallslos;NEG;0.5;adj;-1;-0.5
untrüglich;POS;0.5;adj;1;0.5
seicht;NEG;0.7;adj;-1;-0.7
begehrenswert;POS;1;adj;1;1
herzhaft;POS;1;adj;1;1
unverfälscht;POS;1;adj;1;1
unfrei;NEG;1;adj;-1;-1
blitzsauber;POS;1;adj;1;1
abweichend;NEG;0.5;adj;-1;-0.5
prima;POS;0.7;adj;1;0.7
herzerfrischend;POS;1;adj;1;1
subsidiär;POS;0.5;adj;1;0.5
abstinent;POS;1;adj;1;1
unnützlich;NEG;0.5;adj;-1;-0.5
schreckhaft;NEG;1;adj;-1;-1
wendig;POS;0.7;adj;1;0.7
rückfällig;NEG;1;adj;-1;-1
fehleranfällig;NEG;0.7;adj;-1;-0.7
ungewollt;NEG;0.7;adj;-1;-0.7
provisorisch;NEG;0.7;adj;-1;-0.7
fehlgeschlagen;NEG;1;adj;-1;-1
irregulär;NEG;1;adj;-1;-1
unnahbar;NEG;0.7;adj;-1;-0.7
tölpisch;NEG;0.7;adj;-1;-0.7
besorgniserregend;NEG;1;adj;-1;-1
geschwollen;NEG;0.7;adj;-1;-0.7
trübsinnig;NEG;1;adj;-1;-1
fanatisch;NEG;1;adj;-1;-1
einnehmend;POS;0.7;adj;1;0.7
miserabel;NEG;1;adj;-1;-1
sehenswert;POS;0.7;adj;1;0.7
regulär;POS;0.7;adj;1;0.7
permissiv;POS;0.7;adj;1;0.7
untalentiert;NEG;0.7;adj;-1;-0.7
schlagfertig;POS;0.7;adj;1;0.7
reserviert;NEG;0.5;adj;-1;-0.5
knorrig;NEG;0.7;adj;-1;-0.7
wirkungsvoll;POS;0.7;adj;1;0.7
wegwerfend;NEG;1;adj;-1;-1
ekelerregend;NEG;1;adj;-1;-1
verschmitzt;POS;0.7;adj;1;0.7
moderat;POS;0.5;adj;1;0.5
erquicklich;POS;1;adj;1;1
unterwürfig;NEG;1;adj;-1;-1
standhaft;POS;1;adj;1;1
entmutigend;NEG;0.7;adj;-1;-0.7
lebensuntüchtig;NEG;0.7;adj;-1;-0.7
schadstofffrei;POS;1;adj;1;1
adelig;POS;0.5;adj;1;0.5
kindhaft;NEG;0.5;adj;-1;-0.5
krankheitserregend;NEG;1;adj;-1;-1
gemütvoll;POS;0.7;adj;1;0.7
geistesgegenwärtig;POS;1;adj;1;1
schlampig;NEG;1;adj;-1;-1
genießerisch;POS;0.7;adj;1;0.7
kühn;POS;0.7;adj;1;0.7
zweckfrei;NEG;0.5;adj;-1;-0.5
verschlagen;NEG;1;verben;-1;-1
riskant;NEG;0.7;adj;-1;-0.7
schmeichelhaft;POS;0.5;adj;1;0.5
unreif;NEG;0.7;adj;-1;-0.7
gehorsam;POS;0.7;adj;1;0.7
inszeniert;NEG;0.7;adj;-1;-0.7
konfus;NEG;0.7;adj;-1;-0.7
gottlos;NEG;1;adj;-1;-1
hypernervös;NEG;1;adj;-1;-1
böswillig;NEG;1;adj;-1;-1
infantil;NEG;0.7;adj;-1;-0.7
angetrunken;NEG;1;adj;-1;-1
schizophren;NEG;1;adj;-1;-1
kindisch;NEG;0.5;adj;-1;-0.5
diesig-kalt;NEG;0.7;adj;-1;-0.7
bereitwillig;POS;0.5;adj;1;0.5
variantenreich;POS;0.7;adj;1;0.7
frenetisch;POS;1;adj;1;1
manisch-depressiv;NEG;1;adj;-1;-1
nervenstark;POS;1;adj;1;1
hitzköpfig;NEG;1;adj;-1;-1
spontan;POS;1;adj;1;1
abgrundtief;NEG;1;adj;-1;-1
missraten;NEG;1;adj;-1;-1
unpopulär;NEG;0.7;adj;-1;-0.7
angemeldet;POS;0.5;adj;1;0.5
minimal;NEG;0.5;adj;-1;-0.5
sterbenslangweilig;NEG;1;adj;-1;-1
vertrauensvoll;POS;0.7;adj;1;0.7
ausgeruht;POS;0.5;adj;1;0.5
initiativ;POS;0.7;adj;1;0.7
machtlos;NEG;1;adj;-1;-1
einschüchternd;NEG;0.7;adj;-1;-0.7
unausstehlich;NEG;1;adj;-1;-1
gottgefällig;POS;1;adj;1;1
eigenmächtig;NEG;0.7;adj;-1;-0.7
deplaziert;NEG;0.7;adj;-1;-0.7
unehrenhaft;NEG;1;adj;-1;-1
herzzerreißend;NEG;0.7;adj;-1;-0.7
strittig;NEG;0.7;adj;-1;-0.7
ehrenwert;POS;1;adj;1;1
relaxed;POS;0.7;adj;1;0.7
obszön;NEG;1;adj;-1;-1
besonnen;POS;0.7;adj;1;0.7
auffallend;POS;0.5;adj;1;0.5
wiedergefunden;POS;0.7;adj;1;0.7
verblendet;NEG;1;adj;-1;-1
fiebrig;NEG;0.7;adj;-1;-0.7
unverständig;NEG;0.7;adj;-1;-0.7
scharmant;POS;1;adj;1;1
charmant;POS;1;adj;1;1
hetzerisch;NEG;1;adj;-1;-1
perfid;NEG;1;adj;-1;-1
königlich;POS;0.7;adj;1;0.7
bitterböse;NEG;1;adj;-1;-1
abgespannt;NEG;0.5;adj;-1;-0.5
unbewährt;NEG;0.5;adj;-1;-0.5
mehrheitsfähig;POS;0.5;adj;1;0.5
sinnlos;NEG;1;adj;-1;-1
spindeldürr;NEG;0.7;adj;-1;-0.7
klapperdürr;NEG;1;adj;-1;-1
schlapp;NEG;0.5;adj;-1;-0.5
altehrwürdig;POS;1;adj;1;1
unbefangen;POS;1;adj;1;1
gehörlos;NEG;1;adj;-1;-1
gemäßigt;POS;0.7;adj;1;0.7
unproduktiv;NEG;1;adj;-1;-1
zärtlich;POS;1;adj;1;1
bereit;POS;0.7;adj;1;0.7
himmlisch;POS;1;adj;1;1
zahlungsunfähig;NEG;1;adj;-1;-1
anpassungsfähig;POS;1;adj;1;1
unverblümt;POS;0.5;adj;1;0.5
bigott;NEG;1;adj;-1;-1
lüstern;NEG;1;adj;-1;-1
hochklassig;POS;1;adj;1;1
grandios;POS;1;adj;1;1
astronomisch;NEG;0.7;adj;-1;-0.7
sexy;POS;0.7;adj;1;0.7
unbesonnen;NEG;0.5;adj;-1;-0.5
gotteslästerlich;NEG;1;adj;-1;-1
penibel;NEG;0.7;adj;-1;-0.7
ermüdend;NEG;0.7;adj;-1;-0.7
human;POS;1;adj;1;1
gesundheitsgefährdend;NEG;1;adj;-1;-1
diskussionsbereit;POS;0.7;adj;1;0.7
dickfellig;POS;1;adj;1;1
phantasiereich;POS;0.7;adj;1;0.7
bunt;POS;0.5;adj;1;0.5
schadenfrei;POS;0.7;adj;1;0.7
antriebsschwach;NEG;0.7;adj;-1;-0.7
engagiert;POS;0.7;adj;1;0.7
glasklar;POS;1;adj;1;1
abwägend;POS;0.7;adj;1;0.7
matt;NEG;0.7;adj;-1;-0.7
sommerlich-sonnig;POS;0.7;adj;1;0.7
fantasievoll;POS;0.7;adj;1;0.7
einfältig;NEG;0.7;adj;-1;-0.7
anrüchig;NEG;1;adj;-1;-1
gelehrt;POS;0.7;adj;1;0.7
hart;NEG;0.5;adj;-1;-0.5
willens;POS;0.7;adj;1;0.7
unzweckmäßig;NEG;0.7;adj;-1;-0.7
unwirsch;NEG;1;adj;-1;-1
zahlungskräftig;POS;0.7;adj;1;0.7
einkommensschwach;NEG;0.7;adj;-1;-0.7
faul;NEG;1;adj;-1;-1
unverdrossen;POS;0.7;adj;1;0.7
geruhsam;POS;1;adj;1;1
allmächtig;POS;1;adj;1;1
erschütternd;NEG;1;adj;-1;-1
schmutzig;NEG;1;adj;-1;-1
griesgrämig;NEG;1;adj;-1;-1
bemitleidenswert;NEG;0.7;adj;-1;-0.7
milliardenschwer;POS;0.5;adj;1;0.5
vollschlank;NEG;0.5;adj;-1;-0.5
verdienstvoll;POS;1;adj;1;1
glorreich;POS;1;adj;1;1
halbwild;NEG;0.7;adj;-1;-0.7
naturverbunden;POS;0.7;adj;1;0.7
geladen;NEG;0.7;adj;-1;-0.7
wankelmütig;NEG;0.5;adj;-1;-0.5
besitzergreifend;NEG;1;adj;-1;-1
trivial;NEG;0.7;adj;-1;-0.7
unorganisiert;NEG;0.7;adj;-1;-0.7
bitter;NEG;0.7;adj;-1;-0.7
missliebig;NEG;0.7;adj;-1;-0.7
unantastbar;POS;1;adj;1;1
vernünftig;POS;0.7;adj;1;0.7
verhaßt;NEG;1;adj;-1;-1
auserwählt;POS;1;adj;1;1
anders;NEG;0.5;adj;-1;-0.5
folgerichtig;POS;1;adj;1;1
anspruchslos;NEG;0.7;adj;-1;-0.7
unverdient;NEG;0.7;adj;-1;-0.7
geistesabwesend;NEG;0.5;adj;-1;-0.5
gewitzt;POS;1;adj;1;1
verschollen;NEG;1;adj;-1;-1
nekrophil;NEG;1;adj;-1;-1
exzellent;POS;1;adj;1;1
dominant;NEG;0.7;adj;-1;-0.7
arbeitsfähig;POS;1;adj;1;1
wahrheitswidrig;NEG;1;adj;-1;-1
betagt;NEG;0.7;adj;-1;-0.7
geschichtsvergessen;NEG;0.7;adj;-1;-0.7
einladend;POS;0.7;adj;1;0.7
sündhaft;NEG;1;adj;-1;-1
leichtfertig;NEG;1;adj;-1;-1
sozial;POS;0.7;adj;1;0.7
untreu;NEG;1;adj;-1;-1
rechtsorientiert;NEG;1;adj;-1;-1
gründlich;POS;0.7;adj;1;0.7
fuchsig;NEG;0.7;adj;-1;-0.7
apart;POS;0.7;adj;1;0.7
abgemagert;NEG;1;adj;-1;-1
devot;NEG;0.7;adj;-1;-0.7
imposant;POS;1;adj;1;1
verknöchert;NEG;0.7;adj;-1;-0.7
dienlich;POS;0.7;adj;1;0.7
regierungstreu;POS;0.7;adj;1;0.7
angespannt;NEG;0.7;adj;-1;-0.7
unachtsam;NEG;0.7;adj;-1;-0.7
segensreich;POS;0.7;adj;1;0.7
begeisterungsfähig;POS;1;adj;1;1
fertig;POS;0.7;adj;1;0.7
freizügig;NEG;0.7;adj;-1;-0.7
strikt;NEG;0.7;adj;-1;-0.7
bauernschlau;NEG;0.7;adj;-1;-0.7
wortgewaltig;POS;0.7;adj;1;0.7
uneinsichtig;NEG;1;adj;-1;-1
praxisfremd;NEG;0.7;adj;-1;-0.7
alert;POS;1;adj;1;1
altbewährt;POS;0.7;adj;1;0.7
fundamentalistisch;NEG;1;adj;-1;-1
gewinnend;POS;0.7;adj;1;0.7
erfolgsorientiert;POS;1;adj;1;1
feinfühlig;NEG;0.7;adj;-1;-0.7
eloquent;POS;0.5;adj;1;0.5
gedankenverloren;NEG;0.5;adj;-1;-0.5
unkalkulierbar;NEG;0.7;adj;-1;-0.7
stümperhaft;NEG;1;adj;-1;-1
pflichtbewußt;POS;1;adj;1;1
nachhaltig;POS;0.7;adj;1;0.7
teilnehmend;POS;0.7;adj;1;0.7
fügsam;POS;0.5;adj;1;0.5
sinnentleert;NEG;1;adj;-1;-1
unterrichtet;POS;0.5;adj;1;0.5
barbarisch;NEG;1;adj;-1;-1
tuberkular;NEG;1;adj;-1;-1
unfein;NEG;0.7;adj;-1;-0.7
unredlich;NEG;1;adj;-1;-1
vorzüglich;POS;1;adj;1;1
störungsfrei;POS;0.7;adj;1;0.7
prophylaktisch;POS;1;adj;1;1
fettig;NEG;0.5;adj;-1;-0.5
leidenschaftslos;NEG;0.5;adj;-1;-0.5
widerstandslos;POS;0.7;adj;1;0.7
unaufgeregt;POS;0.5;adj;1;0.5
renitent;NEG;1;adj;-1;-1
prinzipientreu;POS;0.7;adj;1;0.7
blank;NEG;0.5;adj;-1;-0.5
sittenlos;NEG;1;adj;-1;-1
familienfreundlich;POS;0.7;adj;1;0.7
fieberhaft;POS;0.7;adj;1;0.7
empfänglich;POS;0.5;adj;1;0.5
unverhohlen;NEG;0.7;adj;-1;-0.7
gefaßt;POS;0.7;adj;1;0.7
hochrangig;POS;0.7;adj;1;0.7
kumpelhaft;POS;0.7;adj;1;0.7
verbiestert;NEG;1;adj;-1;-1
unersättlich;NEG;1;adj;-1;-1
gerötet;NEG;0.7;adj;-1;-0.7
unerlaubt;NEG;1;adj;-1;-1
übereifrig;NEG;0.5;adj;-1;-0.5
tolpatschig;NEG;0.5;adj;-1;-0.5
spaßig;POS;1;adj;1;1
beleidigend;NEG;1;adj;-1;-1
illusorisch;NEG;1;adj;-1;-1
wahllos;NEG;0.5;adj;-1;-0.5
notwendig;POS;0.7;adj;1;0.7
schwesterlich;POS;0.7;adj;1;0.7
manierlich;POS;0.7;adj;1;0.7
unbeschreiblich;NEG;0.7;adj;-1;-0.7
abgeschieden;NEG;0.7;adj;-1;-0.7
fettarm;POS;0.7;adj;1;0.7
drakonisch;NEG;1;adj;-1;-1
energisch;NEG;1;adj;-1;-1
freiheitsliebend;POS;1;adj;1;1
unselbstständig;NEG;0.5;adj;-1;-0.5
ungläubig;NEG;0.5;adj;-1;-0.5
feudalistisch;NEG;0.7;adj;-1;-0.7
besorgt;NEG;1;adj;-1;-1
weise;POS;1;adj;1;1
demotiviert;NEG;0.7;adj;-1;-0.7
lohnend;POS;0.7;adj;1;0.7
überglücklich;POS;1;adj;1;1
obdachlos;NEG;1;adj;-1;-1
